x,y
2.1928413,1.3104103
0.7204721,2.419674
1.851794,2.1007967
2.2503238,-0.72801435
0.30699608,-2.2644224
0.29888806,2.854113
2.469492,-0.8723205
-2.6732376,-1.0211327
0.62938404,-2.2116945
1.2807162,2.0497284
0.7008345,2.7886624
2.4370608,1.090598
-2.2414834,1.0173545
2.334824,-1.2652562
-1.0130308,2.6269944
2.6398351,0.5430146
1.0659249,-2.094209
2.7085657,0.18907532
-1.9455415,-1.7904489
0.7173648,2.6241002
-2.4357457,-0.9910581
-2.484271,-0.6111442
-1.5800287,1.8743169
2.1032069,0.815388
-0.6266737,2.5576432
-2.4551673,-0.40975797
-0.52106345,-2.6787138
-2.2899983,-1.0825527
1.6565849,-2.0538468
1.5841064,-2.1879718
2.202828,0.7606639
0.45051557,2.4419188
1.4960124,2.0148401
1.4277414,1.7766451
1.9776769,-1.4182569
-1.8679441,1.6771333
-2.0445938,1.8421781
-1.0177152,2.399381
-2.5033193,0.543538
-1.9165142,1.4552494
-1.1358626,-2.1754832
2.114436,1.2086664
2.6479936,0.76861966
-0.6330069,2.6566386
-0.90015304,2.161637
-2.2335525,1.4325373
-2.0962234,-1.8327459
-2.859412,-0.24258894
2.5199633,0.57998157
-1.7537687,-1.8637633
-2.7374666,-0.1743391
2.7950644,-0.9837937
-1.2524729,2.5770144
1.6885468,1.8807378
-2.242146,-0.5054182
-1.032603,2.4250515
-2.4786892,0.8647727
1.4115233,2.2234213
-1.5125349,-2.3726375
-0.2734605,2.556963
2.6098182,0.54272664
-2.424996,1.1608108
-2.384851,-0.43078852
-2.3666656,0.22095448
2.1434822,-1.2939942
-2.3432655,0.7544219
0.4215369,2.517161
-1.2988342,2.1609163
1.0889909,2.45331
2.3719842,-0.022208065
0.19421285,2.7756016
-1.7555312,1.7333579
-2.446603,-1.1125181
2.2591305,-1.4753501
-2.471977,0.7322608
0.7932124,-2.5036283
-1.2937453,-2.3129904
2.0192153,2.0469332
-2.285696,0.84096843
2.4070218,1.363779
1.3920386,2.2393687
2.013623,-1.9322519
-1.1032794,2.5225415
-2.1175442,1.4967041
2.3730035,0.3997373
-0.92644083,-2.3994586
-0.6884983,2.7145216
-1.6568928,-1.9034439
2.5183375,0.7170013
-0.122866556,2.4112062
2.4670212,0.46506333
-1.9984379,-1.6896992
-1.6572129,1.9953879
-2.187741,-1.5171393
-2.3330765,-1.2184262
2.562362,0.57052153
2.3009546,1.0078613
1.1161739,-2.255221
-1.2835903,-2.1794422
-1.066615,2.5444133
-2.4940274,-0.40044668
-0.12042974,-2.4421573
-2.4197416,-0.053349853
2.4213116,0.8897299
-2.693922,-0.4901122
1.3332014,2.2327378
1.8785285,-1.8831689
0.61622614,2.5637355
-2.4528458,-0.92847276
-2.5269597,0.32635537
-2.2132552,-1.5032996
1.6025376,-1.8088084
0.21321814,2.773399
-2.3818855,1.455769
0.22172356,2.7253196
-1.5628744,-2.2056286
-1.6579785,1.7159672
-2.7409458,-0.499477
0.7352573,2.653816
-1.7886378,2.0828001
2.537034,-0.48828822
2.4575002,0.78569394
-0.09825869,2.600737
2.7844436,-0.044556394
-1.679147,2.1550155
0.93884104,-2.573857
2.5702453,0.98730886
1.0808827,2.534967
1.549374,-1.9683462
-2.4453707,1.0343205
1.8129977,2.0415719
-0.13025728,-2.4786482
-2.4680915,-0.79389584
1.8730354,-1.8837175
1.0468333,-2.2938778
0.1214291,-2.702936
-2.4228861,1.283049
-2.4749794,0.7342095
2.569662,0.8822547
2.2809806,1.1539894
2.331847,1.1222104
2.0973382,-1.3548764
1.6742665,-1.9129888
-2.8485885,1.1635612
-1.9842615,1.7332387
2.011968,1.9155307
2.7326005,0.29979545
-2.0480332,1.5910815
2.107447,-1.765245
-0.8628113,2.0799599
2.3616955,-1.392021
0.22578165,2.7115114
-2.6558945,-1.0624897
-2.0541434,1.6828779
-0.8727406,2.480068
-0.7567885,2.186684
-2.570567,0.3186144
1.0441511,-2.1207592
-1.034003,-2.444039
0.72902703,-2.480589
-0.12347802,-2.7775633
-0.5034239,-2.4977348
0.8798648,2.421554
2.8526537,-0.7654146
-0.0010896027,-2.7556956
-2.4992852,1.1045859
0.28899828,-2.3941662
-0.91876644,2.3072195
1.2371953,2.6072073
1.7514931,1.5344752
0.3115478,-2.3378413
-1.6063585,2.208952
2.2116833,1.6299517
-2.7906501,1.0139389
-0.8835093,-2.3105094
2.6518235,-0.6617794
1.4865496,2.3551202
1.5853977,1.8471978
-0.31738696,-2.617057
0.385525,-2.5041537
-2.067574,1.8541667
2.0294337,-1.6460943
2.6225197,-0.25184697
-2.5955386,-0.55934274
2.347964,0.8134659
-2.6723413,1.037552
-1.2980758,-2.4571457
2.4112659,0.58504784
-1.5602187,-2.005453
-0.8927583,2.396793
-1.0684885,-2.2427442
-2.2233036,0.91159236
-2.2091649,0.6265937
1.6749166,2.0138972
1.6351364,-1.8819181
0.8829217,2.546538
0.45381227,-2.6119044
-0.6854809,-2.7877645
1.2276353,2.786594
0.18789254,-2.7546215
-0.42353234,2.6014514
-2.2786741,-1.3969765
2.4698138,-0.27522385
-1.3720173,-2.162745
-2.5924044,-0.75679475
1.9316103,1.2803012
-2.2488682,-1.1639354
-2.472985,0.8625477
-0.48541337,-2.7094097
-2.1520188,-1.0835274
2.4082236,1.101537
2.2006047,1.7560081
0.32374358,-2.6936202
2.6790655,-0.04141085
-0.22390243,2.8564003
-1.9754993,-2.0135024
2.5657496,-0.7787014
2.4288788,-0.5071878
2.036933,-1.5834726
1.2256238,-2.4911633
1.6388297,1.9277304
-2.0866246,1.5221691
-1.1242738,-2.2006774
-2.4925303,0.87278837
-0.3758065,2.877652
2.6860762,0.1472229
-2.0917935,-1.3386153
2.4283836,1.141989
-1.9397411,-1.7770747
-0.33128193,2.711037
-0.16003463,2.569865
0.52949345,2.6959608
-1.0333859,2.4197285
-1.3823206,-2.192156
-1.7400438,2.0566232
0.7407466,2.7776103
-1.9887779,1.3742466
0.707245,2.3990316
0.3093822,2.4299428
2.3661363,-0.41651493
-1.8556625,-1.9038031
2.2806907,1.215078
-0.24566014,-2.4979541
1.6036686,-1.9724941
-2.5133085,-0.62777305
1.0756795,2.2015882
-0.548029,-2.3021326
-0.54139286,-2.491134
0.6873598,2.38747
1.5044255,-2.1672328
1.9360875,-1.814728
2.477318,0.8734509
-2.565496,-0.11453169
-2.4271712,1.2407494
2.1870077,0.24436858
-2.3774586,0.6652318
0.49453047,2.6319346
-1.1998944,2.1714776
2.3565197,-1.6706978
-2.431046,0.14690682
2.1670277,1.7358389
2.4664168,1.0816295
2.6161275,-0.83019435
-2.3261023,1.3494002
0.21289589,-2.552778
-2.5751684,-1.1463912
1.3860338,-1.9819856
-2.7711227,-0.3296619
0.25760353,-2.569392
1.3790388,1.9360045
-2.8204827,0.35924426
2.6919994,0.54844147
-2.096131,-1.3667558
-2.9358015,0.752991
-1.2524216,2.6175191
0.952519,2.2061512
2.4547915,-0.79955316
-2.3511028,1.3221043
-0.63443416,-2.6497958
2.1424265,-1.6167024
-0.7709469,-2.1991663
-0.48998904,2.2383814
-0.19341622,-2.7170043
-2.491471,0.6231177
-1.4712516,-2.125854
0.7849225,2.286647
0.69591945,-2.6280031
0.804027,2.4047253
2.4388978,-0.9163178
-2.401848,1.5125705
2.516892,-0.6642694
-2.5678658,-0.15795684
-0.97597927,2.145246
1.5110853,2.236054
-0.44563687,2.552879
-1.7852628,1.6552856
0.4290297,-2.4645045
2.409765,0.12882575
-2.3914607,1.3997484
-1.0601325,2.4720829
2.3327534,1.3105417
1.8132924,-2.0470366
-0.81357646,2.4532804
0.6570141,-2.7338016
-1.0204098,-2.242804
2.5223088,1.0527958
1.0495476,2.3876903
-0.72325206,-2.434233
1.3070672,2.6926966
1.4532114,-2.272048
-0.43512353,-2.4573576
2.797617,-0.8489218
1.8469572,-2.0288427
1.8350579,2.1142743
0.15864713,2.705477
-1.3106446,2.2426202
2.2515635,1.1656454
-0.31308973,2.6051593
-1.8458471,-1.8971233
0.823223,-2.5365772
2.041984,-1.6533254
-0.89786065,2.3891625
-2.2859046,-1.0759935
1.3703642,-2.218691
-2.523673,-0.3013165
-1.7714071,1.6732827
2.0481772,-2.1355808
0.88468075,-2.5390303
-2.625526,0.11037283
2.0053961,-1.7926561
2.6140647,-0.2903985
1.3526797,2.4806347
1.1844997,2.355945
2.3968053,-1.1663585
0.410762,-2.4057806
-2.2380097,1.8084601
2.5836627,0.04633975
-0.4470792,-2.4625695
2.5304773,-0.87901825
-1.6639738,-2.3126278
2.5760818,0.37401798
0.55403256,-2.751841
2.2634673,1.1779213
-0.84739107,2.369889
-2.3780885,-0.68084407
-0.024623191,-2.7276297
0.31434423,-2.3288884
1.0788528,2.6942837
1.8890222,-1.5363865
-2.4036005,-1.3786585
2.6299822,-0.41685364
-2.126553,1.2110118
2.587936,0.35575676
1.8177114,1.7360893
2.2914557,1.3437362
-2.3641102,-0.97405833
-0.54590505,-2.6897967
2.287203,-1.3131583
-0.8412044,-2.3786893
-2.522447,1.0590574
1.6004448,-2.0897245
0.0435296,-2.5615828
1.9119767,-2.003273
-0.917183,-2.2730968
-1.7039135,2.0297642
1.477159,2.083026
-2.7202752,0.04978031
1.7707899,-1.9296722
2.2290063,-1.3008467
-2.4352968,0.88411504
0.06551662,2.4807925
-2.227722,1.2484735
0.8159373,-2.4779224
1.5964166,1.9229944
0.13294841,-2.7465448
-2.7475162,0.8243727
0.23478623,2.7077675
-0.48941207,2.5887613
2.3031495,1.3053651
1.7223257,2.3339005
-1.5052797,-2.047424
2.5529919,-0.13197029
-0.017417818,-2.709617
-2.0203469,1.4955865
-0.5959661,2.3614192
0.0062811077,-2.7517567
2.248498,-0.77764523
1.4848342,2.0664413
1.8297211,2.2351465
-1.0754269,-2.1950252
0.7711381,2.5679839
2.3238876,-1.221631
1.7572519,2.25299
0.2710401,2.6469939
1.1892153,2.258571
-2.5891547,-0.10656774
2.2411036,-1.2869948
-1.7816123,-1.8245467
-2.6562903,-0.749048
2.1206574,-1.1660056
2.1309137,1.3441617
1.3134106,2.250578
1.77912,-1.8379798
2.600099,0.02260819
-2.094027,1.6145087
1.6840173,2.0000849
1.3721124,-1.7009356
0.33721548,2.6113827
0.25023535,-2.3998647
-0.4444744,-2.6281686
-2.760019,0.97178763
0.5352988,2.6005945
1.103818,-2.2052217
-2.1338887,1.3419768
-2.5270364,1.2472271
0.59376794,2.6230009
-2.5763621,-1.2038658
-2.5473642,-0.18660486
-2.4427464,-0.3489371
2.477057,0.6418466
-2.547235,-0.31149083
0.87414247,2.501119
1.7861477,-2.0498338
1.6765974,-1.8373241
-1.7580768,-1.736936
1.2174975,-2.4666693
1.7014499,1.8885137
-1.8700745,1.8075767
2.3543143,-1.21758
-1.6561306,2.035875
0.028887646,2.4374986
2.2380037,1.5059643
-0.96671253,2.3324523
1.2570786,-2.556642
2.6959271,-0.07859209
1.8868529,1.9062141
2.376953,1.603581
1.1474637,-2.433184
0.7940793,2.6892142
-2.5155985,-0.5998539
2.4318929,0.92976695
-1.6259905,-1.9251869
-2.5126095,-0.17436782
-1.4530448,-2.148308
2.4963746,0.70718455
-2.0696278,1.709184
-1.6355467,-1.8615874
-0.5916567,-2.841882
0.5730522,2.6530252
-0.61238897,-2.5943727
0.8848183,-2.6880794
1.2555013,-2.2053344
-2.8753526,0.679219
-2.1444614,1.1106447
-0.47509417,-2.2995627
-2.467802,-0.79605466
0.29962757,2.7537835
-0.9188995,2.3486938
-2.4278615,1.0317234
-1.6433012,1.9609239
-1.5628297,1.8586911
0.2542262,-2.4844842
2.5318727,-0.80635464
2.1443226,-1.176245
1.3372637,-2.2933166
1.100263,-2.1468506
-0.51278245,2.3309376
0.11409991,-2.6441138
-2.4648082,1.3958973
2.896699,0.3792638
2.1558876,-1.7727433
-0.68550694,2.9104624
2.3008296,1.0298866
-0.45708567,-2.4213147
2.2341921,0.6229756
2.0933135,1.6809921
-2.2352319,-1.5713558
-2.8369107,-0.9171467
-2.3546455,1.4589748
0.32560995,-2.6128216
-2.9005065,-0.05221241
2.2778356,0.72793585
-1.8707124,-1.64579
-1.4754018,-2.1981108
1.0338955,-2.350795
2.5041356,-0.372391
0.4601768,-2.803556
0.20397082,-2.8400018
-0.05456491,-2.4654791
-2.3421605,0.448217
-0.99490285,-2.5960011
-2.2784755,1.4530138
2.3535914,0.5722568
-2.3055856,0.7183038
-1.2702197,-2.0742857
2.9330804,0.016865002
0.6709663,2.4841614
0.89900327,2.4994538
-1.0440685,-2.3608794
2.4664564,0.38010532
2.2383213,0.9779386
-2.1891892,0.81520987
-1.9546152,-1.5394711
-2.745242,0.33794847
-0.14829884,-2.7648828
1.6184566,2.0727305
0.084626034,2.6565065
2.3777711,0.23758315
-0.019048708,-2.8624964
2.2989383,-0.8090496
-0.2592549,2.5972693
-1.1252093,-2.2981188
2.2952166,0.6826266
2.6793578,-0.50731885
1.3359519,2.3250754
-1.9626373,-1.2096579
1.5244988,-2.1421077
-1.532074,2.1276824
-2.4798439,0.9424682
-1.9097306,-1.6145543
0.6624982,-2.4782794
-0.5801617,2.5302353
2.6319883,-0.41210735
-1.9834868,1.9927777
-2.2145221,-0.29882243
1.9678426,-1.7481061
-0.63049984,2.592824
2.7728817,-0.24151185
-0.25513306,-2.765283
-0.4670291,2.4290738
-2.044467,1.3566722
2.594065,0.36322942
-1.0430992,-2.4692068
2.1896098,1.4741299
-2.466311,-0.14919502
1.4581316,1.9316986
-0.89340353,-2.4683943
2.2403536,-1.1634526
1.3727634,-2.2700484
2.6843746,-0.5862368
2.447242,-0.22705355
1.9361638,1.5085694
-2.0620732,1.855828
-0.13103208,-2.7436476
-0.87833315,2.139749
0.5312151,-2.536289
0.43727297,-2.5230196
-0.35007665,2.6626666
-2.4786525,-0.7005883
-0.494405,2.8078432
2.5251436,-0.4824514
-2.7582521,-0.25593492
1.2942189,2.181105
2.474414,-0.44129676
2.0588672,1.212713
2.6364303,0.08769153
-1.8205012,1.9821823
2.5417502,0.44070277
-2.83722,-0.22891147
2.7679043,-0.618349
2.0934417,1.0948608
0.6726339,2.5963
2.5648777,-0.7477065
-1.4148066,2.1112275
1.1389058,2.3771944
-2.476947,1.6050308
-2.2743895,-1.0528309
0.21993472,-2.6461716
-2.4077013,-0.8496323
-0.5529947,-2.530225
-2.4720738,-0.4484891
1.1619431,2.3478076
-1.0324274,2.172769
2.6410694,0.6499313
2.8108172,0.3788882
-1.5063565,1.9970154
0.3258412,-2.6082475
0.45774767,2.5513887
-0.4869955,-2.4811532
1.2861705,2.4501004
0.48938584,-2.7766793
-2.1430392,1.5891826
1.5531762,-2.1504803
-2.590729,-0.06900505
1.1048352,-2.456386
2.4673488,0.9174908
1.6629978,-2.063253
-2.1691144,-1.0472814
-2.3318124,-1.2799113
2.2453065,1.3523493
-2.4359968,-0.05692511
-0.5895985,2.4072077
1.9798883,-1.314113
0.47767395,-2.500984
-1.2610532,-2.2289257
-2.5342214,0.6270754
-1.1164483,-2.1284606
-2.521452,0.55316526
1.4545236,2.202692
0.071836635,-2.719171
2.3767638,-0.8831747
1.0421705,-2.479295
-2.3754559,1.4416393
-1.576503,-2.1351523
-1.1014422,-2.417447
-2.51988,0.53436124
2.1719809,0.7860751
2.2148833,1.1895058
2.1081433,1.6909492
-2.205723,1.591549
-0.6568788,-2.4229844
2.8096914,-0.020047545
-2.157647,1.1348206
-2.6404793,-0.11358133
2.6946936,-0.47116286
2.3954396,1.4572335
-0.25758177,-2.527653
1.6347566,1.9672797
2.225997,-1.3508571
1.1489941,-2.3889368
-2.3637786,0.7818101
-0.6329565,2.2548141
-1.0628281,2.3318949
-1.3071715,2.4181628
2.2347393,0.82663953
0.3210095,-2.418716
-0.71157265,2.5730608
1.2228107,2.106818
-1.8044286,-1.8748382
0.34661222,2.5773456
1.8641585,1.8221966
-1.9404533,1.636993
-2.420784,-1.2347906
-2.4237168,0.53299165
-2.3270173,0.8009767
-1.8045055,2.0794322
0.5765204,-2.3894212
-2.4873996,-0.27786297
1.684305,2.2543242
2.7579281,0.81259185
-2.7183511,0.18180597
-2.8166773,0.6089976
0.31514418,-2.4232416
-0.85598,-2.411962
1.0699202,-2.3428705
2.2703736,1.216924
-1.4533587,2.2863474
-2.295918,-0.9928709
-1.7562718,-1.5677793
2.4501553,-0.042802185
-1.0656632,-2.4680223
2.679727,-0.4504086
-2.454767,0.9125398
-1.8730005,2.1252158
1.2885846,2.2929926
-2.2007122,1.1454282
-0.97259766,-2.250003
1.1714684,2.2175238
0.3258727,-2.7957423
-2.0912027,-1.4392058
-1.4676349,2.3895805
-2.6226296,0.26643357
-2.2629135,1.2494661
-1.5210911,2.2227945
-2.525458,0.59494746
1.4195237,-1.9707767
1.4557861,-2.1849272
-1.8333454,1.581119
2.8601289,-0.29409796
-2.3517766,-1.0202032
-2.5663881,-1.1701248
2.2094738,-1.5751325
-2.4210134,-0.20237091
-1.4185221,-2.2395916
2.5826135,-0.16122991
0.6863452,-2.5225556
-1.7780495,-2.0483918
-1.9575455,-1.6795498
1.5186899,2.0447826
1.5371102,-2.589269
-1.0621674,-2.598549
2.2500362,1.0459397
1.2638674,2.5033169
2.2345068,1.4965459
-1.3804753,1.9754239
-2.7752597,0.88144386
-1.938908,-1.5652232
0.8566982,2.4113572
2.472958,-0.2332866
-1.8084528,1.7839042
0.41330406,-2.47122
-1.1580236,2.3328397
2.6409485,-0.5863829
-1.509084,2.2411551
-2.7612703,0.029399186
2.3430412,0.6882646
0.6823659,-2.6822815
2.5596912,-0.23593919
-2.3617458,-1.0491036
-0.7809767,-2.5823894
-1.2791301,-2.299671
2.3535738,-1.3805648
-1.8888644,-1.935313
1.2980165,-2.3803935
-2.5723085,0.23016913
-1.3624994,-2.1202724
-2.0824633,-1.9162656
2.5062199,0.8607928
-1.9354123,-1.7422328
-0.70133495,2.2960227
2.5499356,0.59436554
2.2778015,0.32613644
0.30802542,-2.6801467
0.5171647,2.6727018
-1.4062961,-2.1204293
-0.11876676,-2.8040056
-0.2506118,2.4417548
-2.8205268,0.15056181
-1.972555,-1.3333929
-0.34775972,2.5723372
-0.7432048,-2.5871036
-0.7930634,2.419508
-2.0861752,1.6662687
2.1972787,1.6455706
1.519313,-2.0666614
0.2034419,-2.7050815
-2.4252763,1.315553
-2.6467636,-0.18404391
2.6627343,-0.19923991
0.41791943,2.4098086
0.9171275,2.7519743
1.8653574,1.3884151
-1.0452808,-2.2098634
-2.246644,1.482
-2.7974908,-0.55505216
-1.5688604,-2.2761564
-1.5775479,-2.173425
-2.6862702,0.4811448
0.8247347,-2.719096
-1.2341688,2.1623979
2.017786,-1.6776941
-2.1911762,-0.8824105
0.717642,2.8740785
0.84395134,2.286041
-1.9277275,-1.548168
-2.064856,2.2152545
1.8654147,-1.6321751
1.6362908,-2.4779913
1.5643618,2.2268019
2.0372236,1.7029381
2.506854,1.1244177
-0.033042133,2.7548032
-2.2965147,-0.8597637
-0.32481638,2.5175352
1.7916447,-1.8765143
-2.578567,-0.28964972
1.3959416,-2.022083
-2.5397065,-1.1411461
-1.6450844,-2.0467205
1.9785708,1.7745663
-0.66704774,2.448473
-2.5763662,0.32592353
-2.2134452,-1.1458035
1.5875936,-1.9342314
-2.5500023,0.43742064
-1.2831696,-2.0903037
2.5194213,0.16706891
0.91508144,2.2143686
-2.0462136,1.5674627
-0.52794003,-2.2895052
-1.5756366,-1.9490973
-2.6267862,0.79644877
-0.92471445,2.7132936
2.6321902,-0.97794896
-1.7944379,1.8575602
1.9404542,1.6569208
-0.49500418,-2.6778908
-1.1933208,2.2037733
-2.6564624,0.53071773
-2.3202353,0.62797284
0.8162788,2.3520193
0.31141508,2.6015146
-1.1149988,2.549602
0.46760422,-2.4127674
-0.8070414,2.1963565
-0.40242422,2.5210423
-1.7312689,2.220686
2.8628316,-0.08215192
-2.7963495,0.4447913
-2.7157338,-0.08540597
1.9508171,1.2586027
-1.7590994,-1.7007973
2.2006342,1.5930021
-1.5735989,-1.6928076
-0.61063516,-2.4632955
-2.5560312,-0.68020797
0.30833125,2.6572242
2.490573,-0.4612199
-2.5510447,-0.5982621
2.4940922,0.22491696
1.771244,2.132696
-2.265357,-1.0136579
0.52987766,-2.7728646
-0.5921034,2.644211
-0.8861615,2.4861858
-2.0920193,1.7476678
-2.073381,1.4770869
